ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION,GROUPES
1936,,,8.0,,452.30400000000014,9
1936,CHEVR,,4.0,,452.30400000000014,9
1938,FORD,,8.0,,446.232,9
1948,,,4.0,,415.8720000000003,9
1951,DODGE,,6.0,,406.7640000000002,9
1955,DODGE,,6.0,,394.61999999999983,9
1957,CHEVR,,8.0,,388.54799999999983,9
1958,VOLVO,,4.0,,385.5119999999997,9
1962,FORD,THUND,8.0,,373.3679999999995,9
1963,FORD,FAIRL,8.0,,370.3320000000003,9
1963,MERCE,,6.0,,370.3320000000003,9
1963,PONTI,PARIS,6.0,,370.3320000000003,9
1965,CHEVR,CORVE,8.0,,364.26000000000016,9
1965,FORD,MUSTA,8.0,,364.26000000000016,9
1965,PONTI,ACADI,8.0,,364.26000000000016,9
1965,PORSC,,4.0,,364.26000000000016,9
1966,CHEVR,CORVE,8.0,,361.22400000000016,9
1966,DODGE,POLAR,8.0,,361.22400000000016,9
1966,FORD,MUSTA,8.0,,361.22400000000016,9
1966,JEEP,,4.0,,361.22400000000016,9
1967,FORD,MUSTA,8.0,,358.18800000000016,9
1968,CHEVR,CAMAR,8.0,,355.1520000000001,9
1968,DODGE,PICKU,8.0,,355.1520000000001,9
1968,PONTI,ACADI,8.0,,355.1520000000001,9
1968,VOLKS,BEETL,4.0,,355.1520000000001,9
1969,BUICK,,8.0,,352.116,8
1969,CHEVR,CORVE,8.0,,352.116,8
1969,DODGE,CHARG,8.0,,352.116,8
1969,FORD,MUSTA,8.0,,352.116,8
1969,MERCU,METEO,8.0,,352.116,8
1969,TRIUM,TR6,6.0,,352.116,8
1970,CHEVR,IMPAL,8.0,,349.07999999999987,8
1970,FORD,FAIRL,8.0,,349.07999999999987,8
1970,FORD,MUSTA,8.0,,349.07999999999987,8
1971,,,6.0,,346.04399999999987,8
1971,VOLKS,,4.0,,346.04399999999987,8
1971,VOLKS,WESTF,4.0,,346.04399999999987,8
1972,OLDSM,CUTLA,8.0,,343.0079999999998,8
1972,VOLKS,,4.0,,343.0079999999998,8
1973,,,4.0,,339.97199999999975,8
1973,FORD,TORIN,8.0,,339.97199999999975,8
1973,PLYMO,VALIA,8.0,,339.97199999999975,8
1974,AMER,,6.0,,336.9359999999997,8
1974,BMW,2002,4.0,,336.9359999999997,8
1974,PORSC,911,6.0,,336.9359999999997,8
1974,TRIUM,SPITF,4.0,,336.9359999999997,8
1975,BUICK,CENTU,8.0,,333.89999999999964,8
1975,BUICK,ELECT,8.0,,333.89999999999964,8
1975,CADIL,,8.0,,333.89999999999964,8
1975,CHEVR,CORVE,8.0,,333.89999999999964,8
1976,BUICK,CENTU,6.0,,330.86399999999963,8
1976,CADIL,DEVIL,8.0,,330.86399999999963,8
1976,CHEVR,CORVE,8.0,,330.86399999999963,8
1976,PONTI,GRAND,8.0,,330.86399999999963,8
1976,TRIUM,,4.0,,330.86399999999963,8
1976,TRIUM,,6.0,,330.86399999999963,8
1977,AUSTI,MINI,4.0,,327.8279999999995,8
1977,CHEVR,BLAZE,8.0,,327.8279999999995,8
1977,FORD,E150,8.0,,327.8279999999995,8
1977,FORD,F250,8.0,,327.8279999999995,8
1977,GMC,,8.0,,327.8279999999995,8
1977,MG,MGB,4.0,,327.8279999999995,8
1977,ROLLS,SILVE,8.0,,327.8279999999995,8
1978,CHEVR,NOVA,6.0,,324.79200000000037,8
1978,CHEVR,NOVA,8.0,,324.79200000000037,8
1978,PLYMO,FURY,8.0,,324.79200000000037,8
1978,PONTI,TRANS,8.0,,324.79200000000037,8
1979,,,8.0,,321.7560000000003,8
1979,CADIL,DEVIL,8.0,,321.7560000000003,8
1979,CHEVR,,8.0,,321.7560000000003,8
1979,CHEVR,CAMAR,8.0,,321.7560000000003,8
1979,CHEVR,CORVE,8.0,,321.7560000000003,8
1979,CHEVR,SUBUR,8.0,,321.7560000000003,8
1979,DODGE,ASPEN,8.0,,321.7560000000003,8
1979,FORD,F100,8.0,,321.7560000000003,8
1979,FORD,F150,8.0,,321.7560000000003,8
1979,PORSC,928,8.0,,321.7560000000003,8
1980,AMER,EAGLE,8.0,,318.72000000000025,8
1980,CADIL,ELDOR,8.0,,318.72000000000025,8
1980,CADIL,SEVIL,8.0,,318.72000000000025,8
1980,CHEVR,,6.0,,318.72000000000025,8
1980,CHEVR,,8.0,,318.72000000000025,8
1980,CHEVR,CORVE,8.0,,318.72000000000025,8
1980,JEEP,CJ7,6.0,,318.72000000000025,8
1980,MERCE,,5.0,,318.72000000000025,8
1981,HONDA,CIVIC,4.0,1328.0,315.6840000000002,8
1981,MERCE,,5.0,,315.6840000000002,8
1981,VOLKS,RABBI,4.0,1591.0,315.6840000000002,8
1982,CHEVR,CAMAR,8.0,5002.0,312.64800000000014,8
1983,ALFA,SPIDE,4.0,,309.61200000000014,7
1983,CHEVR,G20,6.0,4100.0,309.61200000000014,7
1983,FORD,MUSTA,6.0,3805.0,309.61200000000014,7
1983,LINCO,MARK,8.0,4952.0,309.61200000000014,7
1983,TOYOT,SUPRA,6.0,2755.0,309.61200000000014,7
1983,VOLKS,RABBI,4.0,1722.0,309.61200000000014,7
1984,AMER,ALLIA,4.0,1394.0,306.57599999999996,7
1984,CHEVR,K20,8.0,6215.0,306.57599999999996,7
1984,DODGE,D-SER,8.0,5215.0,306.57599999999996,7
1984,DODGE,RAM,8.0,5215.0,306.57599999999996,7
1984,FORD,F150,6.0,4920.0,306.57599999999996,7
1984,GMC,VANDU,8.0,5002.0,306.57599999999996,7
1984,PORSC,944,4.0,2476.0,306.57599999999996,7
1984,VOLKS,SCIRO,4.0,1787.0,306.57599999999996,7
1984,VOLKS,VANAG,4.0,1919.0,306.57599999999996,7
1985,DODGE,D-SER,6.0,3690.0,303.54,7
1985,FORD,F250,8.0,6888.0,303.54,7
1985,GMC,S,4.0,2476.0,303.54,7
1985,GMC,SUBUR,8.0,6215.0,303.54,7
1985,JEEP,JEEP,6.0,4231.0,303.54,7
1985,PONTI,FIREB,8.0,5002.0,303.54,7
1985,TOYOT,SUPRA,6.0,2755.0,303.54,7
1985,VOLKS,TRANS,4.0,1919.0,303.54,7
1985,VOLKS,VANAG,4.0,1919.0,303.54,7
1986,BMW,528,6.0,2689.0,300.5039999999999,7
1986,CADIL,DEVIL,8.0,4083.0,300.5039999999999,7
1986,DODGE,D-SER,6.0,3690.0,300.5039999999999,7
1986,FORD,ECONO,8.0,4952.0,300.5039999999999,7
1986,FORD,F350,8.0,7544.0,300.5039999999999,7
1986,GMC,K1500,8.0,5740.0,300.5039999999999,7
1986,MERCE,560,8.0,5559.0,300.5039999999999,7
1986,OLDSM,CUTLA,6.0,3788.0,300.5039999999999,7
1986,PONTI,FIREB,6.0,2837.0,300.5039999999999,7
1986,PONTI,FIREB,8.0,5002.0,300.5039999999999,7
1986,TOYOT,PICKU,4.0,2361.0,300.5039999999999,7
1986,VOLKS,VANAG,4.0,2115.0,300.5039999999999,7
1987,BMW,,6.0,,297.4679999999998,7
1987,CADIL,DEVIL,8.0,4083.0,297.4679999999998,7
1987,CHEVR,CAPRI,8.0,5002.0,297.4679999999998,7
1987,CHEVR,CORVE,8.0,5740.0,297.4679999999998,7
1987,CHEVR,S,6.0,2837.0,297.4679999999998,7
1987,CHEVR,SPORT,8.0,6215.0,297.4679999999998,7
1987,DODGE,D-SER,8.0,5215.0,297.4679999999998,7
1987,DODGE,RAM,8.0,5215.0,297.4679999999998,7
1987,FORD,CROWN,8.0,4952.0,297.4679999999998,7
1987,FORD,F350,8.0,6888.0,297.4679999999998,7
1987,FORD,F350,8.0,7544.0,297.4679999999998,7
1987,GMC,R15,8.0,5002.0,297.4679999999998,7
1987,GMC,V15,8.0,5740.0,297.4679999999998,7
1987,MERCE,560,8.0,5559.0,297.4679999999998,7
1987,NISSA,PULSA,4.0,1591.0,297.4679999999998,7
1987,OLDSM,CUTLA,6.0,3788.0,297.4679999999998,7
1987,PONTI,FIREB,8.0,5740.0,297.4679999999998,7
1987,PORSC,928,8.0,4952.0,297.4679999999998,7
1987,VOLKS,CABRI,4.0,1787.0,297.4679999999998,7
1987,VOLKS,JETTA,4.0,1787.0,297.4679999999998,7
1988,CHEVR,ASTRO,6.0,4297.0,294.4319999999998,7
1988,CHEVR,BLAZE,6.0,4297.0,294.4319999999998,7
1988,CHEVR,CAVAL,4.0,1984.0,294.4319999999998,7
1988,CHEVR,CAVAL,6.0,2837.0,294.4319999999998,7
1988,CHEVR,G30,8.0,5740.0,294.4319999999998,7
1988,CHEVR,P30,8.0,6215.0,294.4319999999998,7
1988,CHRYS,DAYTO,4.0,2214.0,294.4319999999998,7
1988,CHRYS,NEWYO,6.0,2968.0,294.4319999999998,7
1988,DODGE,RAM,8.0,5215.0,294.4319999999998,7
1988,FORD,ECONO,6.0,4900.0,294.4319999999998,7
1988,FORD,ECONO,8.0,5756.0,294.4319999999998,7
1988,FORD,RANGE,6.0,2903.0,294.4319999999998,7
1988,GMC,GMT-4,6.0,4297.0,294.4319999999998,7
1988,GMC,GMT-4,8.0,5002.0,294.4319999999998,7
1988,GMC,GMT-4,8.0,5740.0,294.4319999999998,7
1988,GMC,S15,6.0,2837.0,294.4319999999998,7
1988,JEEP,WRANG,6.0,4231.0,294.4319999999998,7
1988,LANDR,,4.0,,294.4319999999998,7
1988,MAZDA,MX-6,4.0,2181.0,294.4319999999998,7
1988,MERCE,560,8.0,5543.0,294.4319999999998,7
1988,OLDSM,98,6.0,3788.0,294.4319999999998,7
1988,PONTI,FIREB,8.0,5002.0,294.4319999999998,7
1988,TOYOT,LAND,6.0,4001.0,294.4319999999998,7
1989,CHEVR,CAMAR,8.0,5002.0,291.39599999999973,7
1989,CHEVR,CAPRI,8.0,5002.0,291.39599999999973,7
1989,CHEVR,GMT-4,8.0,5002.0,291.39599999999973,7
1989,CHEVR,SUBUR,8.0,5740.0,291.39599999999973,7
1989,DODGE,RAM,6.0,3903.0,291.39599999999973,7
1989,DODGE,RAM,8.0,5215.0,291.39599999999973,7
1989,DODGE,RAM,8.0,5904.0,291.39599999999973,7
1989,FORD,F250,8.0,7544.0,291.39599999999973,7
1989,FORD,RANGE,6.0,2903.0,291.39599999999973,7
1989,GEO,TRACK,4.0,1591.0,291.39599999999973,7
1989,GMC,JIMMY,8.0,5740.0,291.39599999999973,7
1989,GMC,SIERR,6.0,4297.0,291.39599999999973,7
1989,GMC,SIERR,8.0,5002.0,291.39599999999973,7
1989,GMC,SIERR,8.0,5740.0,291.39599999999973,7
1989,GMC,SIERR,8.0,6215.0,291.39599999999973,7
1989,GMC,VANDU,8.0,5740.0,291.39599999999973,7
1989,JEEP,WRANG,6.0,4231.0,291.39599999999973,7
1989,MAZDA,B2600,4.0,2558.0,291.39599999999973,7
1989,NISSA,SKYLI,4.0,,291.39599999999973,7
1989,PONTI,TEMPE,4.0,1984.0,291.39599999999973,7
1989,SUZUK,SIDEK,4.0,1591.0,291.39599999999973,7
1989,TOYOT,SUPRA,6.0,2952.0,291.39599999999973,7
1990,AUDI,COUPE,5.0,2312.0,288.3599999999997,7
1990,CHEVR,BLAZE,8.0,5740.0,288.3599999999997,7
1990,CHEVR,CAPRI,8.0,5002.0,288.3599999999997,7
1990,CHEVR,CAPRI,8.0,5034.0,288.3599999999997,7
1990,CHEVR,CORVE,8.0,5740.0,288.3599999999997,7
1990,CHEVR,GMT-4,8.0,5002.0,288.3599999999997,7
1990,CHEVR,GMT-4,8.0,5740.0,288.3599999999997,7
1990,CHEVR,R3500,8.0,6215.0,288.3599999999997,7
1990,FORD,F150,8.0,4952.0,288.3599999999997,7
1990,FORD,F250,8.0,7544.0,288.3599999999997,7
1990,FORD,RANGE,6.0,2903.0,288.3599999999997,7
1990,GMC,GEO,4.0,1591.0,288.3599999999997,7
1990,GMC,SIERR,8.0,5002.0,288.3599999999997,7
1990,GMC,SIERR,8.0,5740.0,288.3599999999997,7
1990,GMC,SIERR,8.0,6215.0,288.3599999999997,7
1990,HONDA,CIVIC,4.0,1492.0,288.3599999999997,7
1990,HONDA,CIVIC,4.0,1591.0,288.3599999999997,7
1990,JEEP,WRANG,4.0,2460.0,288.3599999999997,7
1990,JEEP,WRANG,6.0,4231.0,288.3599999999997,7
1990,MAZDA,B2200,4.0,2181.0,288.3599999999997,7
1990,MAZDA,MX-5,4.0,1607.0,288.3599999999997,7
1990,MERCE,500,8.0,4985.0,288.3599999999997,7
1990,NISSA,300ZX,6.0,2968.0,288.3599999999997,7
1990,NISSA,D21,4.0,2394.0,288.3599999999997,7
1990,NISSA,PULSA,4.0,,288.3599999999997,7
1990,NISSA,SKYLI,4.0,,288.3599999999997,7
1990,PONTI,BONNE,6.0,3788.0,288.3599999999997,7
1990,TOYOT,,4.0,,288.3599999999997,7
1990,TOYOT,CELIC,4.0,2165.0,288.3599999999997,7
1990,VOLKS,CABRI,4.0,1787.0,288.3599999999997,7
1991,ACURA,INTEG,4.0,1837.0,285.3239999999996,7
1991,BUICK,LESAB,6.0,3788.0,285.3239999999996,7
1991,BUICK,REGAL,6.0,3132.0,285.3239999999996,7
1991,CHEVR,GMT-4,8.0,5002.0,285.3239999999996,7
1991,CHEVR,S,6.0,4297.0,285.3239999999996,7
1991,FORD,ECONO,6.0,4920.0,285.3239999999996,7
1991,FORD,ECONO,8.0,4952.0,285.3239999999996,7
1991,FORD,ECONO,8.0,5756.0,285.3239999999996,7
1991,FORD,F150,8.0,4952.0,285.3239999999996,7
1991,FORD,F250,8.0,5756.0,285.3239999999996,7
1991,FORD,RANGE,6.0,2903.0,285.3239999999996,7
1991,GEO,TRACK,4.0,1591.0,285.3239999999996,7
1991,GMC,SIERR,8.0,5002.0,285.3239999999996,7
1991,GMC,SONOM,6.0,4297.0,285.3239999999996,7
1991,HONDA,ACCOR,4.0,2165.0,285.3239999999996,7
1991,HONDA,PRELU,4.0,,285.3239999999996,7
1991,JEEP,CHERO,6.0,3969.0,285.3239999999996,7
1991,MAZDA,B2200,4.0,2181.0,285.3239999999996,7
1991,MAZDA,B2600,4.0,2558.0,285.3239999999996,7
1991,MAZDA,RX7,9.0,1312.0,285.3239999999996,7
1991,MERCE,300,6.0,2968.0,285.3239999999996,7
1991,NISSA,240SX,4.0,2394.0,285.3239999999996,7
1991,OLDSM,88,6.0,3788.0,285.3239999999996,7
1991,OLDSM,TORON,6.0,3788.0,285.3239999999996,7
1991,PONTI,TEMPE,4.0,2181.0,285.3239999999996,7
1991,SUZUK,CARRY,3.0,,285.3239999999996,7
1991,TOYOT,COROL,4.0,1591.0,285.3239999999996,7
1991,TOYOT,MR2,4.0,2165.0,285.3239999999996,7
1991,TOYOT,PICKU,6.0,2952.0,285.3239999999996,7
1991,TOYOT,TERCE,4.0,1460.0,285.3239999999996,7
1991,VOLKS,GOLF,4.0,1787.0,285.3239999999996,7
1991,VOLKS,JETTA,4.0,1787.0,285.3239999999996,7
1991,VOLKS,VANAG,4.0,2115.0,285.3239999999996,7
1992,,,8.0,,282.2879999999996,7
1992,CADIL,DEVIL,8.0,4920.0,282.2879999999996,7
1992,CADIL,SEVIL,8.0,4920.0,282.2879999999996,7
1992,CHEVR,GMT-4,8.0,5002.0,282.2879999999996,7
1992,CHRYS,NEWYO,6.0,3772.0,282.2879999999996,7
1992,DODGE,STEAL,6.0,2968.0,282.2879999999996,7
1992,FORD,F150,8.0,4952.0,282.2879999999996,7
1992,FORD,F350,8.0,5756.0,282.2879999999996,7
1992,FORD,MUSTA,8.0,4952.0,282.2879999999996,7
1992,FORD,RANGE,6.0,2903.0,282.2879999999996,7
1992,FORD,RANGE,6.0,2985.0,282.2879999999996,7
1992,FORD,TEMPO,6.0,2985.0,282.2879999999996,7
1992,GEO,METRO,3.0,1000.0,282.2879999999996,7
1992,GMC,SIERR,8.0,5740.0,282.2879999999996,7
1992,GMC,VANDU,8.0,5740.0,282.2879999999996,7
1992,HONDA,ACCOR,4.0,2165.0,282.2879999999996,7
1992,HONDA,CIVIC,4.0,1492.0,282.2879999999996,7
1992,HONDA,PRELU,4.0,2263.0,282.2879999999996,7
1992,LEXUS,SC,8.0,3969.0,282.2879999999996,7
1992,MAZDA,RX7,4.0,,282.2879999999996,7
1992,MERCU,GRAND,8.0,4608.0,282.2879999999996,7
1992,MITSU,LANCE,4.0,,282.2879999999996,7
1992,NISSA,SKYLI,6.0,,282.2879999999996,7
1992,SUZUK,CARRY,3.0,,282.2879999999996,7
1992,TOYOT,CAMRY,4.0,2165.0,282.2879999999996,7
1992,TOYOT,CELIC,4.0,,282.2879999999996,7
1992,TOYOT,COROL,4.0,1591.0,282.2879999999996,7
1992,TOYOT,PICKU,4.0,2361.0,282.2879999999996,7
1992,TOYOT,PICKU,6.0,2952.0,282.2879999999996,7
1992,VOLKS,EUROV,5.0,2460.0,282.2879999999996,7
1992,VOLKS,JETTA,4.0,1574.0,282.2879999999996,7
1992,VOLKS,JETTA,4.0,1787.0,282.2879999999996,7
1992,VOLKS,TRANS,5.0,2460.0,282.2879999999996,7
1993,BUICK,REGAL,6.0,3788.0,279.2519999999995,7
1993,CHEVR,CAMAR,8.0,5740.0,279.2519999999995,7
1993,CHEVR,GMT-4,8.0,5740.0,279.2519999999995,7
1993,CHEVR,GMT-4,8.0,6215.0,279.2519999999995,7
1993,CHEVR,LUMIN,6.0,3132.0,279.2519999999995,7
1993,CHEVR,SUBUR,8.0,5700.0,279.2519999999995,7
1993,CHEVR,SUBUR,8.0,5740.0,279.2519999999995,7
1993,CHRYS,IMPER,6.0,3772.0,279.2519999999995,7
1993,DODGE,W-SER,6.0,5887.0,279.2519999999995,7
1993,FORD,BRONC,8.0,4952.0,279.2519999999995,7
1993,FORD,F350,8.0,7281.0,279.2519999999995,7
1993,FORD,MUSTA,8.0,4952.0,279.2519999999995,7
1993,FORD,RANGE,6.0,4018.0,279.2519999999995,7
1993,GMC,SIERR,8.0,5002.0,279.2519999999995,7
1993,GMC,SIERR,8.0,6215.0,279.2519999999995,7
1993,GMC,SIERR,8.0,6510.0,279.2519999999995,7
1993,HONDA,CIVIC,4.0,1492.0,279.2519999999995,7
1993,HONDA,CIVIC,4.0,1591.0,279.2519999999995,7
1993,JEEP,WRANG,6.0,3969.0,279.2519999999995,7
1993,LINCO,MARK,8.0,4600.0,279.2519999999995,7
1993,MAZDA,323,4.0,1591.0,279.2519999999995,7
1993,MAZDA,RX7,,1312.0,279.2519999999995,7
1993,MAZDA,RX7,9.0,1312.0,279.2519999999995,7
1993,MERCE,500,8.0,4985.0,279.2519999999995,7
1993,NISSA,240SX,4.0,2394.0,279.2519999999995,7
1993,TOYOT,PICKU,4.0,2361.0,279.2519999999995,7
1993,VOLKS,EUROV,5.0,2460.0,279.2519999999995,7
1994,AUDI,S4,5.0,2230.0,276.2160000000004,6
1994,BUICK,CENTU,6.0,3132.0,276.2160000000004,6
1994,CHEVR,GMT-4,8.0,5740.0,276.2160000000004,6
1994,CHEVR,GMT-4,8.0,6510.0,276.2160000000004,6
1994,CHEVR,LUMIN,6.0,3132.0,276.2160000000004,6
1994,CHEVR,S,4.0,2181.0,276.2160000000004,6
1994,DODGE,RAM,6.0,5887.0,276.2160000000004,6
1994,DODGE,RAM,8.0,5215.0,276.2160000000004,6
1994,DODGE,SPIRI,4.0,2509.0,276.2160000000004,6
1994,DODGE,STEAL,6.0,3000.0,276.2160000000004,6
1994,FORD,AEROS,6.0,2985.0,276.2160000000004,6
1994,FORD,CROWN,8.0,4608.0,276.2160000000004,6
1994,FORD,ECONO,6.0,4920.0,276.2160000000004,6
1994,FORD,ESCOR,4.0,1853.0,276.2160000000004,6
1994,FORD,EXPLO,6.0,4018.0,276.2160000000004,6
1994,FORD,F150,6.0,4920.0,276.2160000000004,6
1994,FORD,MUSTA,8.0,4952.0,276.2160000000004,6
1994,FORD,RANGE,6.0,4018.0,276.2160000000004,6
1994,FORD,TEMPO,4.0,2312.0,276.2160000000004,6
1994,GMC,SIERR,8.0,5002.0,276.2160000000004,6
1994,GMC,SIERR,8.0,5740.0,276.2160000000004,6
1994,GMC,SIERR,8.0,6510.0,276.2160000000004,6
1994,GMC,SONOM,6.0,4297.0,276.2160000000004,6
1994,GMC,SUBUR,8.0,5740.0,276.2160000000004,6
1994,GMC,VANDU,8.0,5002.0,276.2160000000004,6
1994,HONDA,CIVIC,4.0,1492.0,276.2160000000004,6
1994,JEEP,GRAND,6.0,3969.0,276.2160000000004,6
1994,JEEP,WRANG,4.0,2460.0,276.2160000000004,6
1994,MAZDA,B3000,6.0,2985.0,276.2160000000004,6
1994,MAZDA,MX-5,4.0,1837.0,276.2160000000004,6
1994,MERCU,GRAND,8.0,4608.0,276.2160000000004,6
1994,PONTI,TRANS,6.0,3132.0,276.2160000000004,6
1994,SATUR,SL1,4.0,1902.0,276.2160000000004,6
1994,SUZUK,CARRY,,,276.2160000000004,6
1994,TOYOT,CAMRY,4.0,2165.0,276.2160000000004,6
1994,TOYOT,CAMRY,6.0,3001.0,276.2160000000004,6
1994,TOYOT,PICKU,6.0,2952.0,276.2160000000004,6
1994,TOYOT,TERCE,4.0,1460.0,276.2160000000004,6
1994,VOLKS,JETTA,4.0,1902.0,276.2160000000004,6
1994,VOLKS,JETTA,4.0,1984.0,276.2160000000004,6
1995,ACURA,INTEG,4.0,1837.0,226.66666666666663,5
1995,AUDI,90,6.0,2771.0,279.3333333333333,7
1995,AUDI,S6,5.0,2230.0,301.0,7
1995,BUICK,ROADM,8.0,5740.0,304.0,7
1995,CHEVR,CORVE,8.0,5740.0,306.6666666666667,7
1995,CHEVR,GMT-4,8.0,5740.0,289.55984340044745,7
1995,CHEVR,GMT-4,8.0,6510.0,289.55984340044745,7
1995,CHRYS,LEBAR,6.0,2968.0,258.0,6
1995,DODGE,CARAV,4.0,2968.0,269.0,6
1995,DODGE,CARAV,6.0,3296.0,297.0,7
1995,DODGE,RAM,8.0,5215.0,428.4444444444445,9
1995,DODGE,RAM,8.0,5904.0,456.1,9
1995,EAGLE,TALON,4.0,2001.0,255.0,6
1995,FORD,F150,8.0,4952.0,379.25,9
1995,FORD,MUSTA,8.0,4952.0,309.5,7
1995,FORD,PROBE,6.0,2493.0,267.0,6
1995,FORD,RANGE,6.0,2985.0,298.75,7
1995,FORD,RANGE,6.0,4018.0,298.75,7
1995,GMC,JIMMY,6.0,4297.0,349.0,8
1995,GMC,SIERR,6.0,4297.0,349.0,8
1995,GMC,SIERR,8.0,5002.0,349.0,8
1995,GMC,SIERR,8.0,5740.0,349.0,8
1995,GMC,SONOM,4.0,2181.0,349.0,8
1995,GMC,YUKON,8.0,5740.0,349.0,8
1995,HONDA,ACCOR,4.0,2165.0,234.5,5
1995,HONDA,ACCOR,6.0,2673.0,285.0,7
1995,HONDA,CIVIC,4.0,1492.0,179.5,2
1995,JEEP,WRANG,4.0,2460.0,358.79032258064524,9
1995,JEEP,WRANG,6.0,3969.0,358.79032258064524,9
1995,MERCU,MYSTI,4.0,1984.0,222.0,4
1995,MITSU,ECLIP,4.0,2001.0,283.55792135903977,7
1995,NISSA,SENTR,4.0,1607.0,195.0,3
1995,PLYMO,NEON,4.0,2001.0,210.5,4
1995,PONTI,TRANS,6.0,3132.0,297.0,7
1995,SATUR,SL1,4.0,1902.0,283.55792135903977,7
1995,SUZUK,SIDEK,4.0,1591.0,249.66666666666663,6
1995,TOYOT,AVALO,6.0,3001.0,262.0,6
1995,TOYOT,TACOM,4.0,2689.0,223.51143595863175,5
1995,TOYOT,TACOM,6.0,3378.0,223.51143595863175,5
1995,TOYOT,TERCE,4.0,1492.0,181.0,3
1995,VOLKS,EUROV,5.0,2378.0,271.0,6
1996,ACURA,INTEG,4.0,1837.0,224.0,5
1996,ACURA,NSX,6.0,2985.0,298.0,7
1996,BMW,318,4.0,1902.0,235.33333333333331,5
1996,BUICK,LESAB,6.0,3788.0,262.0,6
1996,BUICK,REGAL,6.0,3788.0,262.0,6
1996,BUICK,ROADM,8.0,5740.0,301.0,7
1996,CHEVR,CAVAL,4.0,2181.0,224.66666666666663,5
1996,CHEVR,CORSI,4.0,2181.0,225.0,5
1996,CHEVR,GMT-4,6.0,4297.0,263.241935483871,6
1996,CHEVR,GMT-4,8.0,5740.0,263.241935483871,6
1996,CHRYS,SEBRI,6.0,2493.0,265.5,6
1996,CHRYS,TOWN,6.0,3772.0,318.5,8
1996,DODGE,DAKOT,6.0,3919.0,358.0,9
1996,DODGE,RAM,8.0,5215.0,416.6875,9
1996,DODGE,RAM,8.0,5904.0,445.2,9
1996,FORD,F150,8.0,4952.0,385.25,9
1996,FORD,MUSTA,6.0,3805.0,256.5,6
1996,FORD,RANGE,4.0,2296.0,263.0,6
1996,FORD,RANGE,6.0,2985.0,297.5,7
1996,FORD,RANGE,6.0,4018.0,322.0,8
1996,GMC,SIERR,6.0,4297.0,339.0,8
1996,HONDA,ACCOR,4.0,2165.0,229.5,5
1996,HONDA,CIVIC,4.0,1591.0,191.5,3
1996,HONDA,ODYSS,4.0,2165.0,207.2579575596817,4
1996,JEEP,GRAND,8.0,5215.0,393.0,9
1996,MAZDA,MX-5,4.0,1837.0,241.5,5
1996,MERCE,E,6.0,3198.0,255.5,6
1996,MERCU,GRAND,8.0,4608.0,246.0,5
1996,OLDSM,88,6.0,3788.0,271.609756097561,6
1996,PLYMO,VOYAG,6.0,3296.0,294.0,7
1996,PONTI,GRAND,6.0,3132.0,271.0,6
1996,PONTI,SUNFI,4.0,2181.0,224.66666666666663,5
1996,PONTI,SUNFI,4.0,2394.0,224.66666666666663,5
1996,TOYOT,CAMRY,4.0,2165.0,256.3333333333333,6
1996,TOYOT,COROL,4.0,1591.0,209.5,4
1996,TOYOT,COROL,4.0,1771.0,206.5,4
1996,TOYOT,LAND,6.0,4477.0,228.34331259720054,5
1996,TOYOT,TERCE,4.0,1492.0,181.0,3
1996,VOLKS,EUROV,5.0,2460.0,267.0,6
1997,ACURA,1.6EL,4.0,1591.0,205.0,4
1997,ACURA,3.5RL,6.0,3477.0,288.0,7
1997,ACURA,INTEG,4.0,1837.0,224.66666666666663,5
1997,BMW,328,6.0,2788.0,271.5,6
1997,BMW,Z3,4.0,1902.0,232.5,5
1997,CHEVR,GMT-4,8.0,5002.0,266.1835585585578,6
1997,CHEVR,GMT-4,8.0,5740.0,266.1835585585578,6
1997,CHEVR,MALIB,4.0,2394.0,271.0,6
1997,CHEVR,S,6.0,4297.0,266.1835585585578,6
1997,CHEVR,SUBUR,8.0,5740.0,266.1835585585578,6
1997,CHRYS,SEBRI,6.0,2493.0,275.3333333333333,6
1997,DODGE,CARAV,6.0,3296.0,297.0,7
1997,DODGE,DAKOT,8.0,5215.0,394.5,9
1997,DODGE,GRAND,6.0,3296.0,297.0,7
1997,DODGE,RAM,6.0,5887.0,360.4,9
1997,DODGE,RAM,8.0,5215.0,404.83333333333326,9
1997,DODGE,RAM,8.0,5904.0,422.16666666666674,9
1997,FORD,CONTO,4.0,1984.0,230.0,5
1997,FORD,ESCOR,4.0,2001.0,202.5,4
1997,FORD,EXPED,8.0,5412.0,393.5,9
1997,FORD,F150,8.0,4608.0,355.5,9
1997,FORD,F350,8.0,7281.0,318.775063021136,8
1997,FORD,RANGE,4.0,2296.0,254.5,6
1997,FORD,RANGE,6.0,2985.0,318.75,8
1997,FORD,RANGE,6.0,4018.0,323.75,8
1997,FORD,THUND,8.0,4608.0,297.0,7
1997,GMC,SAFAR,6.0,4297.0,336.0,8
1997,GMC,SIERR,6.0,4297.0,336.0,8
1997,GMC,SIERR,8.0,5002.0,336.0,8
1997,GMC,SIERR,8.0,5740.0,336.0,8
1997,GMC,SIERR,8.0,6510.0,336.0,8
1997,GMC,SIERR,8.0,7445.0,336.0,8
1997,GMC,SONOM,4.0,2181.0,336.0,8
1997,GMC,SONOM,6.0,4297.0,336.0,8
